"BusinessYear","StateCode","IssuerId","SourceName","VersionNum","ImportDate","IssuerId2","StateCode2","ServiceAreaId","ServiceAreaName","CoverEntireState","County","PartialCounty","ZipCodes","PartialCountyJustification","RowNumber","MarketCoverage","DentalOnlyPlan"
"2016","NJ","10191","HIOS","8","2016-07-07 07:50:21","10191","NJ","NJS004","PCMH","No","34029","No",,,"33",,
"2016","NJ","10191","HIOS","8","2016-07-07 07:50:21","10191","NJ","NJS004","PCMH","No","34031","No",,,"34",,
"2016","NJ","10191","HIOS","8","2016-07-07 07:50:21","10191","NJ","NJS004","PCMH","No","34035","No",,,"35",,
"2016","NJ","10191","HIOS","8","2016-07-07 07:50:21","10191","NJ","NJS004","PCMH","No","34037","No",,,"36",,
"2016","NJ","10191","HIOS","8","2016-07-07 07:50:21","10191","NJ","NJS004","PCMH","No","34039","No",,,"37",,
"2016","NJ","10191","HIOS","8","2016-07-07 07:50:21","10191","NJ","NJS004","PCMH","No","34041","No",,,"38",,
"2016","NJ","15720","HIOS","2","2015-06-20 02:24:16","15720","NJ","NJS001","NEW JERSEY","Yes",,,,,"13",,
"2016","NJ","40704","HIOS","2","2015-07-03 02:33:58","40704","NJ","NJS001","New Jersey","Yes",,,,,"13",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS001","Managed DentalGuard DHMO Group OFF Only","Yes",,,,,"13",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34003","No",,,"14",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34007","No",,,"15",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34013","No",,,"16",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34017","No",,,"17",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34021","No",,,"18",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34023","No",,,"19",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34025","No",,,"20",,
"2016","NJ","44811","HIOS","3","2015-08-18 03:25:03","44811","NJ","NJS002","Managed DentalGuard DHMO Group ON Only & Individual OFF & ON","No","34027","No",,,"21",,
"2016","AK","21989","HIOS","4","2015-08-22 15:09:32","21989","AK","AKS001","Alaska","Yes",,,,,"13",,
"2016","AK","21989","HIOS","4","2015-08-22 15:09:32","21989","AK","AKS002","Alaska","No","02020","No",,,"14",,
"2016","AK","21989","HIOS","4","2015-08-22 15:09:32","21989","AK","AKS002","Alaska","No","02170","No",,,"15",,
"2016","AK","38344","HIOS","10","2015-08-25 05:06:23","38344","AK","AKS001","PBCBSAK Service Area","Yes",,,,,"13",,
"2016","AK","38344","HIOS","10","2015-08-25 05:06:23","38344","AK","AKS002","PBCBSAK Dental Serv Area","Yes",,,,,"14",,
"2016","AK","45858","HIOS","1","2015-05-01 02:23:41","45858","AK","AKS001","Alaska","Yes",,,,,"13",,
"2016","AK","47904","HIOS","2","2015-07-10 02:19:03","47904","AK","AKS001","Alaska","Yes",,,,,"13",,
"2016","AK","58670","HIOS","2","2015-07-08 02:47:08","58670","AK","AKS001","Service Area 1","Yes",,,,,"13",,
"2016","AK","73836","HIOS","6","2016-04-04 11:25:42","73836","AK","AKS001","Alaska","Yes",,,,,"13",,
"2016","AK","74819","HIOS","3","2015-08-27 11:14:25","74819","AK","AKS001","AK Service Area","Yes",,,,,"13",,
"2016","AK","81761","HIOS","1","2015-05-01 02:23:41","81761","AK","AKS001","Alaska","Yes",,,,,"13",,
"2016","AK","84394","HIOS","2","2015-07-10 02:19:03","84394","AK","AKS001","Alaska","Yes",,,,,"13",,
"2016","AK","84859","HIOS","1","2015-05-01 02:23:41","84859","AK","AKS001","Alaska","Yes",,,,,"13",,
"2016","AL","12538","HIOS","3","2015-08-27 11:14:25","12538","AL","ALS001","AL Service Area","Yes",,,,,"13",,
"2016","AL","17017","HIOS","3","2015-08-18 03:25:03","17017","AL","ALS001","Service Area 1","Yes",,,,,"13",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01001","No",,,"13",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01003","No",,,"14",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01005","No",,,"15",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01007","No",,,"16",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01009","No",,,"17",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01011","No",,,"18",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01013","No",,,"19",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01015","No",,,"20",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01017","No",,,"21",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01019","No",,,"22",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01021","No",,,"23",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01027","No",,,"24",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01029","No",,,"25",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01031","No",,,"26",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01033","No",,,"27",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01037","No",,,"28",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01039","No",,,"29",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01041","No",,,"30",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01043","No",,,"31",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01045","No",,,"32",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01047","No",,,"33",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01049","No",,,"34",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01051","No",,,"35",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01055","No",,,"36",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01057","No",,,"37",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01059","No",,,"38",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01061","No",,,"39",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01067","No",,,"40",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01069","No",,,"41",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01071","No",,,"42",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01073","No",,,"43",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01075","No",,,"44",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01077","No",,,"45",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01079","No",,,"46",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01081","No",,,"47",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01083","No",,,"48",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01085","No",,,"49",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01087","No",,,"50",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01089","No",,,"51",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01093","No",,,"52",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01095","No",,,"53",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01097","No",,,"54",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01099","No",,,"55",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01101","No",,,"56",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01103","No",,,"57",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01109","No",,,"58",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01111","No",,,"59",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01115","No",,,"60",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01117","No",,,"61",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01121","No",,,"62",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01123","No",,,"63",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01125","No",,,"64",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01127","No",,,"65",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01131","No",,,"66",,
"2016","AL","17540","HIOS","2","2015-05-09 02:20:02","17540","AL","ALS001","AL","No","01133","No",,,"67",,
"2016","AL","18756","HIOS","3","2015-07-09 13:17:42","18756","AL","ALS001","MetLife Preferred Dental Program","Yes",,,,,"13",,
"2016","AL","28725","HIOS","2","2015-07-11 04:19:24","28725","AL","ALS001","Alabama","Yes",,,,,"13",,
"2016","AL","28732","HIOS","1","2015-05-01 02:23:41","28732","AL","ALS001","Alabama","Yes",,,,,"13",,
"2016","AL","28899","HIOS","1","2015-05-01 02:23:41","28899","AL","ALS001","Alabama","Yes",,,,,"13",,
"2016","AL","39951","HIOS","2","2015-07-09 13:17:42","39951","AL","ALS001","AD AL","Yes",,,,,"13",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS001","Birmingham PPOx","No","01073","No",,,"13",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS001","Birmingham PPOx","No","01117","No",,,"14",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS001","Birmingham PPOx","No","01009","No",,,"15",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS001","Birmingham PPOx","No","01115","No",,,"16",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS002","Huntsville PPOx","No","01089","No",,,"17",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS002","Huntsville PPOx","No","01083","No",,,"18",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS002","Huntsville PPOx","No","01103","No",,,"19",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS005","AL PPO","No","01081","No",,,"20",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS005","AL PPO","No","01113","No",,,"21",,
"2016","AL","44580","HIOS","8","2015-08-22 15:09:32","44580","AL","ALS003","Dental","Yes",,,,,"22",,
"2016","AL","44785","HIOS","4","2015-08-22 15:09:32","44785","AL","ALS001","AL Advantage Plus","Yes",,,,,"13",,
"2016","AL","44785","HIOS","4","2015-08-22 15:09:32","44785","AL","ALS002","AL Alliance","Yes",,,,,"14",,
"2016","AL","44785","HIOS","4","2015-08-22 15:09:32","44785","AL","ALS003","AL Advantage Plus 2.0","Yes",,,,,"15",,
"2016","AL","46944","HIOS","5","2015-10-21 05:00:18","46944","AL","ALS001","State","Yes",,,,,"13",,
