Tenant ID,HIOS ID,Policy County FIPS Code,Ever Enrolled Count,Females,Males,< 18 years old,18-34 years old,35-54 years old,> 55 years old,FPL: < 138%,FPL: >= 138% and <=250%,FPL: > 250% and <=400%,FPL: > 400%,FPL: Unknown,Tobacco Users
AK,38344,2013,28,12,16,*,*,*,*,0,14,12,*,*,*
AK,38344,2016,37,15,22,*,*,15,*,0,25,*,*,*,*
AK,38344,2020,7601,4105,3496,1077,2182,2493,1849,565,4103,2327,178,428,410
AK,38344,2050,43,20,23,*,13,14,*,*,24,13,0,*,*
AK,38344,2060,27,11,16,*,*,12,*,0,19,*,*,*,*
AK,38344,2068,125,67,58,*,*,42,43,*,77,37,0,*,*
AK,38344,2070,27,13,14,*,*,*,13,0,14,*,0,*,*
AK,38344,2090,1953,1015,938,308,611,602,432,152,1085,591,28,97,113
AK,38344,2100,226,117,109,16,60,72,78,11,142,61,*,*,13
AK,38344,2105,85,44,41,*,*,33,30,*,48,30,*,0,11
AK,38344,2110,879,458,421,147,325,275,132,33,486,309,13,38,58
AK,38344,2122,2209,1194,1015,255,457,687,810,83,1296,712,27,91,202
AK,38344,2130,482,239,243,70,107,161,144,25,232,205,*,*,46
AK,38344,2150,749,376,373,119,164,237,229,264,333,119,*,*,34
AK,38344,2158,*,0,*,0,*,*,0,*,0,*,0,0,0
AK,38344,2164,27,15,12,*,*,*,14,0,13,12,*,*,*
AK,38344,2170,2495,1350,1145,416,502,828,749,95,1440,835,25,100,199
AK,38344,2180,42,19,23,*,*,18,11,0,26,14,*,*,11
AK,38344,2185,44,19,25,*,*,14,13,*,24,17,*,*,*
AK,38344,2188,12,*,*,*,*,*,*,*,*,*,0,*,*
AK,38344,2195,200,97,103,37,46,63,54,*,99,77,*,11,13
AK,38344,2198,112,51,61,*,*,34,52,*,66,36,*,*,14
AK,38344,2220,367,192,175,41,113,123,90,20,183,151,*,*,28
AK,38344,2230,164,89,75,16,51,72,25,*,103,41,*,*,11
AK,38344,2240,155,84,71,15,33,48,59,*,87,57,0,*,16
AK,38344,2261,337,162,175,48,74,118,97,25,188,97,13,14,21
AK,38344,2270,*,*,*,*,*,*,*,0,*,0,*,0,*
AK,38344,2275,76,36,40,*,*,20,34,*,35,26,*,*,*
AK,38344,2282,12,*,*,*,*,*,*,0,*,*,0,0,*
AK,38344,2290,53,24,29,*,*,17,18,*,32,14,*,*,*
AL,46944,1001,1755,1025,730,116,549,691,399,649,793,246,24,43,164
AL,46944,1003,11791,6793,4998,725,3241,4424,3401,3847,5298,2101,194,351,1007
AL,46944,1005,724,419,305,31,178,268,247,282,324,100,*,*,61
AL,46944,1007,513,303,210,15,138,206,154,194,245,66,*,*,53
AL,46944,1009,2146,1201,945,96,565,808,677,796,965,336,19,30,252
AL,46944,1011,286,167,119,*,86,111,*,145,106,29,*,*,14
AL,46944,1013,715,431,284,16,177,270,252,305,278,110,*,*,68
AL,46944,1015,3692,2111,1581,144,1083,1431,1034,1503,1632,453,41,63,381
AL,46944,1017,1081,638,443,38,305,387,351,468,462,128,11,12,91
AL,46944,1019,863,492,371,19,188,321,335,386,343,119,*,*,107
AL,46944,1021,1727,984,743,88,452,656,531,595,821,262,17,32,179
AL,46944,1023,589,376,213,24,139,226,200,207,257,108,*,*,33
AL,46944,1025,1143,735,408,28,350,433,332,568,450,106,*,*,74
AL,46944,1027,421,235,186,20,117,152,132,151,204,53,*,*,46
AL,46944,1029,549,301,248,31,135,220,163,192,249,85,*,*,56
AL,46944,1031,1437,813,624,74,452,523,388,531,650,223,13,20,177
AL,46944,1033,2172,1262,910,95,589,823,665,821,949,348,19,35,193
AL,46944,1035,476,287,189,*,*,193,173,213,195,61,*,*,40
AL,46944,1037,342,196,146,*,*,129,121,150,144,38,*,*,38
AL,46944,1039,1412,822,590,53,353,502,504,536,647,197,18,14,170
AL,46944,1041,477,275,202,14,126,176,161,194,218,57,*,*,64
AL,46944,1043,3394,1913,1481,137,959,1291,1007,1215,1555,539,32,53,423
AL,46944,1045,1328,780,548,36,374,511,407,564,564,154,13,33,153
AL,46944,1047,1341,826,515,31,358,527,425,653,498,160,11,19,70
AL,46944,1049,2953,1658,1295,116,669,1195,973,1247,1286,355,17,48,304
AL,46944,1051,2553,1465,1088,148,789,966,650,878,1177,398,38,62,250
AL,46944,1053,1271,739,532,42,338,474,417,534,508,183,24,22,153
AL,46944,1055,4351,2475,1876,158,1245,1764,1184,1803,1866,568,51,63,405
AL,46944,1057,520,296,224,16,151,164,189,185,242,78,*,*,58
AL,46944,1059,1026,551,475,45,267,415,299,392,455,135,24,20,111
AL,46944,1061,813,450,363,25,198,298,292,296,392,113,*,*,86
AL,46944,1063,260,167,93,*,*,88,103,133,110,11,*,*,11
AL,46944,1065,534,318,216,17,158,208,151,267,196,63,*,*,33
AL,46944,1067,634,349,285,31,138,235,230,250,271,99,*,*,52
AL,46944,1069,3586,2040,1546,169,1027,1393,997,1294,1611,578,36,67,296
AL,46944,1071,1986,1104,882,107,439,776,664,679,943,292,22,50,242
AL,46944,1073,23356,13568,9788,1140,7918,8486,5812,8775,9850,3638,370,723,1509
AL,46944,1075,447,248,199,18,105,168,156,160,208,67,0,12,41
AL,46944,1077,3928,2234,1694,124,1205,1481,1118,1432,1763,604,48,81,359
AL,46944,1079,1436,812,624,58,342,597,439,547,623,246,*,*,212
AL,46944,1081,5420,3076,2344,334,2127,1917,1042,2096,2259,792,90,183,332
AL,46944,1083,3101,1739,1362,156,907,1246,792,1039,1409,547,41,65,347
AL,46944,1085,349,207,142,*,*,114,140,151,146,42,*,*,22
AL,46944,1087,587,352,235,19,168,226,174,288,247,41,*,*,44
AL,46944,1089,14468,8168,6300,727,4922,5386,3433,5527,6162,2095,228,456,1249
AL,46944,1091,733,447,286,38,215,270,210,281,305,133,*,*,48
AL,46944,1093,1037,542,495,31,228,441,337,401,451,162,*,*,143
AL,46944,1095,3643,2014,1629,149,990,1406,1098,1358,1715,475,27,68,407
AL,46944,1097,16969,10168,6801,751,5274,6321,4623,7154,7128,2139,184,364,1108
AL,46944,1099,913,551,362,21,245,342,305,373,374,148,*,*,83
AL,46944,1101,7420,4418,3002,330,2547,2790,1753,3017,3157,945,109,192,416
AL,46944,1103,5006,2843,2163,202,1459,1986,1359,1867,2271,741,54,73,621
AL,46944,1105,263,170,93,*,*,88,99,144,100,15,*,*,11
AL,46944,1107,605,355,250,23,166,219,197,234,268,86,*,*,55
AL,46944,1109,955,560,395,47,328,352,228,370,423,112,21,29,97
AL,46944,1111,873,490,383,31,203,345,294,340,386,133,*,*,99
AL,46944,1113,1774,1108,666,48,539,651,536,865,702,173,*,*,164
AL,46944,1115,3084,1764,1320,137,878,1203,866,1107,1340,527,30,80,326
AL,46944,1117,8687,4818,3869,675,2888,3205,1919,2585,3983,1665,167,287,595
AL,46944,1119,390,245,145,*,*,145,137,210,126,47,*,*,14
AL,46944,1121,2343,1367,976,73,653,882,735,919,1016,345,16,47,248
AL,46944,1123,1531,865,666,56,421,551,503,599,654,224,25,29,142
AL,46944,1125,6238,3567,2671,311,2372,2218,1337,2416,2684,899,71,168,510
AL,46944,1127,2118,1192,926,60,626,841,591,873,922,289,*,*,220
AL,46944,1129,642,383,259,18,168,261,195,250,290,90,*,*,46
AL,46944,1131,376,223,153,*,*,137,121,180,133,56,*,*,24
AL,46944,1133,914,482,432,19,233,382,280,346,437,104,*,*,155
AR,37903,5007,*,*,*,0,*,*,*,0,*,*,0,*,0
AR,37903,5009,*,0,*,0,0,0,*,0,0,*,0,0,0
AR,37903,5015,*,*,0,0,*,0,0,0,0,0,0,*,0
AR,37903,5035,*,0,*,0,0,0,*,0,*,0,0,0,0
AR,37903,5037,*,*,0,*,*,0,0,0,*,0,0,*,0
AR,37903,5045,*,0,*,0,*,0,0,0,0,0,0,*,*
AR,37903,5051,*,0,*,0,0,0,*,0,0,*,0,0,0
AR,37903,5059,*,*,0,0,*,0,0,0,0,*,0,0,0
AR,37903,5069,*,*,*,0,*,*,0,0,*,0,0,*,*
AR,37903,5085,*,*,*,0,0,0,*,0,*,0,0,0,0
AR,37903,5087,*,*,0,0,0,0,*,0,*,0,0,0,0
AR,37903,5089,*,*,0,0,*,0,0,0,*,0,0,0,0
AR,37903,5097,*,0,*,*,0,0,0,0,0,0,0,*,0
AR,37903,5101,*,*,0,0,0,0,*,0,*,0,0,0,0
AR,37903,5115,*,*,0,0,*,0,0,0,0,*,0,0,0
AR,37903,5119,22,*,*,*,*,*,*,*,*,0,*,*,*
AR,37903,5125,*,*,*,0,*,*,*,*,0,0,0,*,0
AR,37903,5137,*,0,*,0,0,0,*,0,0,0,0,*,0
AR,37903,5143,*,*,*,0,0,*,*,*,*,0,0,*,*
AR,37903,5145,*,0,*,0,0,*,*,0,*,0,0,0,0
AR,62141,5001,143,84,59,*,*,55,47,18,92,26,*,*,*
AR,62141,5003,98,53,45,*,*,44,29,14,77,*,0,*,*
AR,62141,5005,426,242,184,43,99,113,171,26,313,60,*,*,11
AR,62141,5007,2636,1475,1161,380,682,936,638,285,1820,317,71,143,70
AR,62141,5009,378,203,175,20,80,121,157,*,291,52,*,16,13
AR,62141,5011,90,57,33,*,*,28,35,15,60,11,*,*,*
AR,62141,5013,22,*,*,0,*,*,12,*,18,*,0,0,0
AR,62141,5015,317,187,130,30,57,99,131,24,253,26,*,*,12
AR,62141,5017,79,46,33,*,*,23,44,11,57,*,*,0,0
AR,62141,5019,139,84,55,*,42,47,*,18,97,18,*,*,*
AR,62141,5021,106,54,52,13,24,31,38,*,92,*,0,*,*
AR,62141,5023,200,126,74,14,37,79,70,24,151,18,*,*,*
AR,62141,5025,47,30,17,*,*,14,19,*,33,*,0,0,0
AR,62141,5027,119,67,52,11,25,34,49,*,90,17,*,*,*
AR,62141,5029,151,92,59,13,38,53,47,14,110,24,*,*,*
AR,62141,5031,544,302,242,48,193,184,119,64,401,62,*,*,14
AR,62141,5033,562,310,252,59,132,187,184,32,415,78,*,*,42
AR,62141,5035,296,182,114,33,72,83,108,42,216,24,*,*,*
AR,62141,5037,119,69,50,*,*,49,40,11,91,17,0,0,*
AR,62141,5039,52,31,21,*,*,17,20,*,46,*,0,0,*
AR,62141,5041,119,70,49,12,17,49,41,11,91,*,*,*,*
AR,62141,5043,135,73,62,13,28,36,58,*,107,13,0,*,*
AR,62141,5045,957,525,432,113,309,310,225,77,715,127,*,*,20
AR,62141,5047,117,67,50,*,*,37,50,12,87,13,*,*,*
AR,62141,5049,80,47,33,*,*,27,33,*,64,*,*,*,*
AR,62141,5051,870,512,358,56,204,325,285,94,626,107,*,*,24
AR,62141,5053,107,65,42,13,25,39,30,*,88,*,*,*,*
AR,62141,5055,184,109,75,15,50,61,58,23,128,30,*,*,*
AR,62141,5057,100,64,36,*,*,37,43,15,76,*,0,*,*
AR,62141,5059,261,151,110,30,51,86,94,20,190,34,*,*,*
AR,62141,5061,25,*,*,0,*,*,12,*,19,*,0,0,*
AR,62141,5063,215,131,84,19,54,76,66,23,162,27,*,*,14
AR,62141,5065,74,44,30,*,*,26,24,*,53,*,*,*,*
AR,62141,5067,99,56,43,*,*,30,44,*,75,15,*,*,*
AR,62141,5069,353,213,140,27,75,130,121,32,244,60,*,*,*
AR,62141,5071,166,106,60,20,33,59,54,18,133,14,*,*,*
AR,62141,5073,34,21,13,*,*,13,17,*,29,*,0,0,*
AR,62141,5075,85,49,36,11,24,35,15,*,71,*,*,*,*
AR,62141,5077,74,42,32,*,*,24,32,*,63,*,*,0,*
AR,62141,5079,65,35,30,0,14,24,27,*,53,*,*,*,*
AR,62141,5081,65,38,27,*,*,17,25,*,59,*,0,0,*
AR,62141,5083,180,104,76,13,22,66,79,13,133,20,0,14,11
AR,62141,5085,478,278,200,60,108,172,138,32,373,61,0,12,16
AR,62141,5087,165,95,70,19,32,70,44,*,118,18,12,*,*
AR,62141,5089,153,86,67,12,30,46,65,15,111,25,*,*,*
AR,62141,5091,179,102,77,*,*,60,59,30,123,24,*,*,*
AR,62141,5093,239,134,105,11,53,79,96,35,168,29,*,*,*
AR,62141,5095,72,46,26,*,*,30,30,11,54,*,*,0,*
AR,62141,5097,102,55,47,*,*,29,45,*,92,*,*,0,*
AR,62141,5099,66,42,24,*,*,28,23,*,50,*,0,*,*
AR,62141,5101,95,53,42,*,*,40,39,*,82,*,0,*,*
AR,62141,5103,158,99,59,15,38,40,65,21,115,13,*,*,*
AR,62141,5105,67,38,29,*,*,23,29,*,46,*,0,*,*
AR,62141,5107,159,103,56,*,*,54,67,15,118,22,*,*,*
AR,62141,5109,86,42,44,*,*,45,20,*,66,11,*,*,*
AR,62141,5111,139,77,62,16,26,61,36,22,103,*,*,*,*
AR,62141,5113,161,88,73,17,27,55,62,*,132,18,*,*,*
AR,62141,5115,465,259,206,61,121,159,124,57,350,45,*,*,13
AR,62141,5117,80,45,35,*,*,33,26,*,63,*,0,*,*
AR,62141,5119,3054,1765,1289,301,921,1025,807,349,2163,330,60,152,56
AR,62141,5121,111,66,45,*,*,35,52,*,80,19,0,*,*
AR,62141,5123,131,78,53,*,*,58,42,28,92,*,*,*,*
AR,62141,5125,903,525,378,123,257,312,211,83,646,127,*,*,30
AR,62141,5127,62,37,25,*,*,14,33,*,43,13,0,*,*
AR,62141,5129,114,70,44,15,25,28,46,16,86,*,0,*,*
AR,62141,5131,1140,648,492,115,327,378,320,120,784,118,25,93,35
AR,62141,5133,67,41,26,*,*,30,22,11,54,*,0,*,*
AR,62141,5135,140,88,52,*,*,51,60,*,115,14,*,*,*
AR,62141,5137,101,55,46,*,*,30,44,12,78,*,0,*,*
AR,62141,5139,222,131,91,12,50,91,69,27,174,18,*,*,*
AR,62141,5141,113,65,48,*,*,41,39,12,88,12,*,*,*
AR,62141,5143,2451,1358,1093,318,837,806,490,394,1596,297,52,112,50
AR,62141,5145,533,292,241,52,118,201,162,44,405,63,*,*,24
AR,62141,5147,47,26,21,*,*,18,16,*,38,*,0,*,0
AR,62141,5149,150,85,65,21,31,43,55,11,123,16,0,0,*
AR,70525,5001,*,0,*,0,*,0,0,0,*,0,0,0,0
AR,70525,5003,*,*,*,*,*,0,0,0,0,*,0,0,0
AR,70525,5005,*,*,*,0,*,0,*,*,*,*,0,0,0
AR,70525,5007,106,55,51,*,69,20,*,*,30,28,*,27,*
AR,70525,5009,*,*,*,0,*,*,*,*,*,*,*,*,0
AR,70525,5015,*,*,*,0,*,*,*,0,*,*,0,*,0
AR,70525,5019,*,*,*,0,*,0,0,0,*,*,0,0,*
AR,70525,5023,*,*,*,0,*,0,*,0,*,*,0,0,*
AR,70525,5027,*,*,*,0,*,0,*,0,0,0,*,*,0
AR,70525,5029,*,*,*,0,0,*,*,*,0,*,0,0,0
AR,70525,5031,15,*,*,0,11,*,*,*,*,*,*,*,*
AR,70525,5033,14,*,*,0,*,*,*,0,*,*,0,*,0
AR,70525,5035,*,*,*,*,*,*,*,0,*,*,0,*,0
AR,70525,5037,*,0,*,0,0,0,*,0,*,0,0,0,0
AR,70525,5041,*,*,*,0,0,*,*,*,*,*,0,0,0
AR,70525,5043,*,*,*,*,0,*,*,*,*,0,0,*,0
AR,70525,5045,33,16,17,*,24,*,*,*,*,12,*,*,0
AR,70525,5047,*,*,0,0,*,0,0,0,0,0,0,*,0
AR,70525,5049,*,*,0,0,*,0,*,0,*,0,0,0,0
AR,70525,5051,21,*,*,*,17,0,*,0,*,*,*,*,*
AR,70525,5055,*,*,0,0,*,0,0,*,*,0,0,*,0
AR,70525,5059,*,*,*,0,*,0,*,0,*,*,0,0,0
AR,70525,5063,*,*,*,*,*,0,0,0,0,*,0,*,0
AR,70525,5065,*,*,*,0,*,0,0,0,0,*,*,0,*
AR,70525,5067,*,0,*,0,0,0,*,0,*,0,0,0,0
AR,70525,5069,*,*,*,0,*,*,0,0,*,0,0,0,0
AR,70525,5071,*,*,0,0,*,0,*,0,*,*,0,0,0
AR,70525,5075,*,*,0,0,*,0,0,0,0,0,0,*,0
AR,70525,5077,*,*,0,0,*,0,0,0,*,0,0,0,0
AR,70525,5079,*,0,*,0,*,0,0,0,0,*,0,0,0
AR,70525,5083,*,*,*,0,*,0,*,*,*,0,0,0,0
AR,70525,5085,17,*,*,*,*,*,*,0,11,*,0,*,0
AR,70525,5087,*,*,*,0,*,*,*,0,*,*,0,*,0
AR,70525,5089,*,*,*,0,*,*,*,0,*,*,0,0,*
AR,70525,5091,*,*,*,0,0,*,*,0,*,*,0,0,0
AR,70525,5093,*,*,*,0,*,*,*,0,*,*,*,*,0
AR,70525,5097,*,*,*,*,*,0,*,0,0,*,0,*,0
AR,70525,5101,*,*,*,0,*,*,*,0,*,*,0,*,0
AR,70525,5103,*,*,*,0,*,0,*,0,0,*,0,*,*
AR,70525,5105,*,*,0,0,*,0,0,0,*,0,0,*,0
AR,70525,5107,*,0,*,0,*,0,0,0,*,0,0,0,0
AR,70525,5111,*,*,*,0,0,*,*,0,*,0,0,0,0
AR,70525,5113,*,*,*,0,*,0,*,0,*,*,0,0,0
AR,70525,5115,20,*,*,0,12,*,*,*,*,*,*,*,*
AR,70525,5119,142,65,77,13,84,26,19,*,45,54,*,29,*
AR,70525,5121,*,0,*,0,*,0,0,0,0,0,0,*,0
AR,70525,5123,*,*,0,0,*,0,*,*,*,0,0,0,0
AR,70525,5125,27,16,11,0,16,*,*,*,*,*,*,*,0
AR,70525,5127,*,*,0,0,0,0,*,0,*,0,0,0,0
AR,70525,5129,*,*,*,0,*,*,*,0,*,0,*,0,0
AR,70525,5131,29,*,*,*,16,*,*,*,*,*,0,*,0
AR,70525,5135,*,0,*,0,*,0,0,0,*,0,0,0,*
AR,70525,5137,*,*,0,0,*,0,0,0,*,0,0,0,0
AR,70525,5139,*,*,*,0,*,*,0,*,0,*,0,*,0
AR,70525,5141,*,*,*,0,*,0,*,0,*,0,0,*,0
AR,70525,5143,118,54,64,*,90,14,*,*,31,41,*,27,*
AR,70525,5145,16,*,*,*,*,*,0,*,*,*,0,*,0
AR,70525,5147,*,*,0,0,*,0,0,0,0,0,0,*,0
AR,70525,5149,*,*,*,0,0,*,*,0,*,0,0,0,0
AR,75293,5001,299,163,136,28,59,92,120,11,186,90,*,*,11
AR,75293,5003,378,198,180,21,68,135,154,15,237,107,*,*,*
AR,75293,5005,1020,585,435,92,159,312,457,49,624,273,28,46,39
AR,75293,5007,4454,2444,2010,694,1033,1417,1310,216,2267,1224,213,534,94
AR,75293,5009,669,351,318,53,110,238,268,25,407,182,30,25,25
AR,75293,5011,138,68,70,13,22,50,53,*,81,38,*,*,*
AR,75293,5013,91,40,51,*,*,34,39,*,57,26,*,*,*
AR,75293,5015,742,383,359,63,128,240,311,28,474,196,16,28,27
AR,75293,5017,116,63,53,*,*,34,52,*,79,18,*,*,*
AR,75293,5019,324,171,153,37,77,103,107,15,193,85,16,15,*
AR,75293,5021,237,120,117,15,31,80,111,12,173,42,*,*,*
AR,75293,5023,658,376,282,50,119,216,273,29,394,184,16,35,15
AR,75293,5025,130,66,64,15,22,45,48,13,85,21,*,*,*
AR,75293,5027,298,162,136,33,57,103,105,*,179,63,*,33,*
AR,75293,5029,343,190,153,32,58,115,138,24,213,94,*,*,18
AR,75293,5031,1801,977,824,231,455,594,521,106,1119,421,42,113,49
AR,75293,5033,899,491,408,101,130,314,354,47,531,212,37,72,33
AR,75293,5035,579,315,264,61,126,184,208,45,342,133,18,41,16
AR,75293,5037,306,167,139,34,60,102,110,17,194,70,12,13,13
AR,75293,5039,86,42,44,*,*,22,49,*,60,18,*,*,*
AR,75293,5041,206,101,105,24,41,69,72,16,138,42,*,*,12
AR,75293,5043,311,156,155,35,63,105,108,19,193,64,17,18,*
AR,75293,5045,2006,1110,896,248,585,649,524,105,1192,481,83,145,53
AR,75293,5047,271,142,129,26,52,93,100,16,181,52,*,*,*
AR,75293,5049,185,99,86,17,32,41,95,*,116,53,*,*,*
AR,75293,5051,2194,1250,944,156,425,739,874,100,1368,498,85,143,73
AR,75293,5053,280,140,140,25,49,103,103,18,151,92,*,*,*
AR,75293,5055,708,383,325,78,119,279,232,31,465,156,20,36,18
AR,75293,5057,301,160,141,29,39,98,135,18,173,93,*,*,11
AR,75293,5059,561,300,261,33,81,198,249,21,380,135,*,*,13
AR,75293,5061,220,118,102,15,37,66,102,*,155,54,*,*,14
AR,75293,5063,889,483,406,142,186,290,271,88,543,161,27,70,23
AR,75293,5065,201,108,93,14,27,60,100,*,125,49,*,14,*
AR,75293,5067,219,106,113,11,39,63,106,11,123,79,*,*,16
AR,75293,5069,751,421,330,47,153,241,310,27,479,185,23,37,22
AR,75293,5071,318,170,148,30,65,105,118,11,213,57,12,25,*
AR,75293,5073,107,57,50,12,18,30,47,*,71,24,*,*,*
AR,75293,5075,348,183,165,35,63,140,110,19,204,104,*,*,21
AR,75293,5077,82,44,38,*,*,33,31,*,53,25,*,0,*
AR,75293,5079,178,93,85,24,35,69,50,*,109,42,*,11,*
AR,75293,5081,202,102,100,19,42,65,76,*,101,66,13,*,*
AR,75293,5083,299,161,138,34,42,90,133,*,180,68,*,26,11
AR,75293,5085,1034,580,454,121,222,380,311,60,611,284,26,53,24
AR,75293,5087,305,147,158,27,50,93,135,18,187,91,*,*,13
AR,75293,5089,298,167,131,17,42,73,166,11,201,62,13,11,15
AR,75293,5091,589,340,249,45,117,199,228,26,365,156,20,22,*
AR,75293,5093,526,265,261,42,99,192,193,38,374,88,*,*,20
AR,75293,5095,121,66,55,*,*,50,48,*,78,26,*,11,*
AR,75293,5097,220,127,93,*,*,90,95,*,145,52,*,*,*
AR,75293,5099,146,85,61,13,27,44,62,*,89,45,*,*,*
AR,75293,5101,158,89,69,18,17,45,78,11,95,47,*,*,11
AR,75293,5103,314,172,142,18,44,111,141,19,208,66,*,*,*
AR,75293,5105,171,96,75,16,27,73,55,12,127,23,*,*,*
AR,75293,5107,191,108,83,16,33,66,76,14,124,46,*,*,11
AR,75293,5109,256,137,119,22,43,80,111,13,176,51,*,*,*
AR,75293,5111,361,187,174,30,63,142,126,26,228,91,*,*,21
AR,75293,5113,322,187,135,14,53,119,136,14,213,75,*,*,*
AR,75293,5115,919,513,406,86,220,307,306,52,536,236,24,71,25
AR,75293,5117,154,82,72,15,33,46,60,*,106,39,*,*,*
AR,75293,5119,5738,3097,2641,662,1479,1987,1610,385,3103,1355,246,649,146
AR,75293,5121,317,165,152,33,48,103,133,*,203,88,*,12,16
AR,75293,5123,251,132,119,16,39,94,102,18,164,50,*,*,11
AR,75293,5125,1848,1001,847,232,408,623,585,83,1000,562,38,165,40
AR,75293,5127,100,52,48,*,*,36,49,*,77,15,0,*,*
AR,75293,5129,142,78,64,*,*,49,68,15,92,30,*,*,*
AR,75293,5131,1805,956,849,206,393,581,625,133,1028,455,48,141,44
AR,75293,5133,229,127,102,23,39,85,82,12,147,51,*,*,*
AR,75293,5135,364,198,166,30,47,126,161,20,257,67,*,*,14
AR,75293,5137,234,121,113,*,*,90,111,13,147,56,*,*,15
AR,75293,5139,582,329,253,64,106,173,239,39,354,157,16,16,24
AR,75293,5141,311,169,142,32,35,104,140,13,200,71,13,14,*
AR,75293,5143,4174,2190,1984,630,1134,1343,1067,201,2348,1086,127,412,90
AR,75293,5145,1343,743,600,137,277,446,483,80,837,313,32,81,39
AR,75293,5147,116,58,58,*,*,38,56,*,65,39,*,*,*
AR,75293,5149,261,134,127,22,50,79,110,14,156,66,11,14,*
AZ,53901,4001,550,296,254,138,78,139,195,27,355,148,*,*,24
AZ,53901,4003,2985,1706,1279,521,511,837,1116,150,1900,738,37,160,178
AZ,53901,4005,4550,2370,2180,871,1283,1314,1082,121,2459,1432,133,405,201
AZ,53901,4007,1290,735,555,155,163,317,655,27,721,432,32,78,122
AZ,53901,4009,814,432,382,272,172,173,197,23,580,184,*,*,23
AZ,53901,4011,99,53,46,14,20,24,41,*,70,15,*,*,*
AZ,53901,4012,314,170,144,54,39,66,155,28,195,77,0,14,13
AZ,53901,4015,6764,3826,2938,1028,963,1872,2901,202,4186,1974,118,284,564
AZ,53901,4017,2066,1068,998,475,326,534,731,72,1235,614,29,116,131
AZ,53901,4019,956,504,452,294,660,*,*,24,183,273,72,404,24
AZ,53901,4021,9489,5259,4230,2148,1632,2522,3187,449,5966,2372,182,520,453
AZ,53901,4023,2025,1105,920,339,347,659,680,231,1230,423,27,114,60
AZ,53901,4025,10281,5724,4557,1632,1702,2804,4143,235,5859,3451,179,557,612
AZ,53901,4027,4187,2258,1929,872,831,1342,1142,430,2798,793,44,122,112
AZ,91450,4013,102128,54172,47956,20958,22471,32094,26605,5167,61902,22415,2072,10572,2476
AZ,91450,4019,26023,14320,11703,4308,4873,7862,8980,1497,14720,4836,740,4230,668
DE,29497,10001,859,482,377,106,195,297,261,71,553,175,14,46,46
DE,29497,10003,3635,2051,1584,521,898,1159,1057,324,1921,840,138,412,146
DE,29497,10005,1644,947,697,212,297,507,628,91,1002,364,40,147,100
DE,67190,10001,948,530,418,110,232,314,292,99,637,148,21,43,68
DE,67190,10003,4473,2518,1955,489,1077,1588,1319,524,2701,892,127,229,260
DE,67190,10005,1720,943,777,154,373,531,662,167,1071,357,24,101,146
DE,76168,10001,1886,1045,841,317,443,649,477,123,913,606,88,156,90
DE,76168,10003,8188,4351,3837,1480,2014,2765,1929,461,3501,2622,469,1135,307
DE,76168,10005,4577,2441,2136,727,862,1463,1525,192,2148,1554,190,493,195
FL,16842,,*,*,0,0,0,*,0,0,*,0,0,0,0
FL,16842,12001,1707,974,733,162,603,482,460,618,626,283,37,143,34
FL,16842,12003,777,451,326,78,189,270,240,369,300,88,*,*,30
FL,16842,12005,12034,6714,5320,1110,3371,4482,3071,5061,4956,1414,199,404,422
FL,16842,12007,201,110,91,25,45,60,71,63,96,30,*,*,*
FL,16842,12009,16256,9191,7065,1024,3912,5814,5506,7392,6609,1448,214,593,569
FL,16842,12011,14258,7162,7096,1575,3562,5492,3629,4602,5450,1984,502,1720,282
FL,16842,12013,545,318,227,39,115,196,195,209,270,55,*,*,19
FL,16842,12015,7059,4021,3038,418,1255,2336,3050,2437,2941,1140,173,368,277
FL,16842,12017,2345,1358,987,137,422,781,1005,927,920,327,46,125,84
FL,16842,12019,6550,3702,2848,620,1687,2452,1791,2541,2549,971,130,359,210
FL,16842,12021,5221,2951,2270,576,1108,1766,1771,1472,2066,926,161,596,111
FL,16842,12023,863,486,377,125,175,325,238,313,363,148,19,20,19
FL,16842,12027,172,93,79,14,32,65,61,56,84,27,*,*,*
FL,16842,12029,*,58,*,*,18,37,41,37,62,13,0,*,0
FL,16842,12031,15869,8843,7026,1601,4731,5751,3786,6186,5998,2218,429,1038,404
FL,16842,12033,12827,7259,5568,1117,3787,4354,3569,4996,5496,1736,187,412,589
FL,16842,12035,534,306,228,57,99,167,211,157,216,97,11,53,15
FL,16842,12037,682,378,304,47,125,248,262,286,273,95,*,*,42
FL,16842,12039,1687,1005,682,81,393,666,547,764,719,186,*,*,50
FL,16842,12041,145,76,69,14,32,48,51,46,62,27,*,*,*
FL,16842,12043,493,276,217,28,93,160,212,226,185,70,*,*,26
FL,16842,12045,876,509,367,69,202,296,309,331,355,144,17,29,53
FL,16842,12047,609,355,254,47,126,216,220,271,253,70,*,*,25
FL,16842,12049,997,549,448,102,245,358,292,398,475,107,*,*,31
FL,16842,12051,195,105,90,23,52,71,49,68,92,29,*,*,*
FL,16842,12053,10889,6192,4697,781,2513,3901,3694,4601,4586,1237,152,313,418
FL,16842,12055,5049,2836,2213,304,957,1825,1963,2119,2156,574,72,128,196
FL,16842,12057,35275,18971,16304,3851,9954,13161,8309,13731,12969,4603,952,3020,576
FL,16842,12059,795,436,359,88,160,296,251,313,383,82,*,*,33
FL,16842,12061,10235,5823,4412,931,2327,3582,3395,3936,4214,1452,178,455,259
